text,label_text,label_id,pre_defined
i wish i could play video games together,play game,35,True
tell me the keys to success,general quirky,7,True
find the shortest distance for the location needed,transport query,32,False
what's three plus three hundred and fifty five,qa maths,46,True
convert ten inches to centimeters,qa maths,46,True
how many centimeter make one foot,qa maths,46,True
please define word,qa definition,40,True
is ll cool j. still rapping,qa factoid,28,True
how much is the dollar verus the pound,qa currency,48,True
how is iron made,qa factoid,28,True
what is a googleplex,qa definition,40,True
west,qa definition,40,True
rate between these currencies,qa currency,48,True
exchange rate with these currencies,qa currency,48,True
currency to currency rate,qa currency,48,True
explain object,qa definition,40,True
surrounding environment,general quirky,7,True
how much is the canadian dollar worth versus u. s. dollar,qa currency,48,True
person name,qa factoid,28,True
how do you make steel,general quirky,7,True
what is coral made of,qa factoid,28,True
where is yellowstone park located,qa factoid,28,True
where is the statue of liberty,qa factoid,28,True
where are the rockies located,qa factoid,28,True
how old is jennifer garner,qa factoid,28,True
how is the stock for compaq doing,qa stock,25,False
bypass certain passwords,qa factoid,28,True
download certain vocab,qa factoid,28,True
show conversion rate of u. s. d. and inr,qa currency,48,True
can you tell me your favorite color,general quirky,7,True
what's the scenery like in morocco,qa factoid,28,True
what is piramid,qa definition,40,True
what is definition of plot,qa definition,40,True
what is geographic value of great volcano,qa factoid,28,True
where is artic ocean,qa factoid,28,True
please give me detail of one yen equals dollar,qa currency,48,True
define what a wizard is,qa definition,40,True
what is the price of euro to u. s. d.,qa currency,48,True
please defined about internet,qa definition,40,True
please defined about printing works,qa definition,40,True
what's kim kardashian's measurements,qa factoid,28,True
where is leah remini from,qa factoid,28,True
where does janet jackson live,qa factoid,28,True
tell me about agra,qa factoid,28,True
show stock of goog,qa stock,25,False
tell me about barack obama,qa factoid,28,True
tell me about narendra modi,qa factoid,28,True
show difference of kids in planets,general quirky,7,True
what is the exchange rate of rupee for dollar,qa currency,48,True
tell me the exchange rate of rupee for dollar,qa currency,48,True
explain the exchange rate of rupee for dollar,qa currency,48,True
what is the definition of god,qa definition,40,True
is california between nevada and new york,qa factoid,28,True
does spain share its border with morrocco,qa factoid,28,True
does spain share its border with morrocco,qa factoid,28,True
read the ticket for tesla,transport ticket,36,True
what price google up to,qa stock,25,False
what is the value of the yen right now,qa stock,25,False
how strong is the dollar compared to the peso,qa stock,25,False
where is india located,qa factoid,28,True
what is the geographical significance of india,qa factoid,28,True
hey what's a head cheese,qa definition,40,True
what makes something head cheese,qa definition,40,True
show me share price of amazon,qa stock,25,False
show me share price of facebook,qa stock,25,False
show me share price of tata,qa stock,25,False
how do you think the world ends,general quirky,7,True
what is the highest mountain range in the us,qa factoid,28,True
how is the spouse of obama,qa factoid,28,True
who is the better half of obama,qa factoid,28,True
what does a grapefruit look like,qa definition,40,True
how old is carrie underwood,qa factoid,28,True
where was kelly clarkson born,qa factoid,28,True
what voices has alan tudek played,qa factoid,28,True
where is los angeles,qa factoid,28,True
where can i find japan,qa factoid,28,True
how old is jim carrey,qa factoid,28,True
is keith richards dead,qa factoid,28,True
what is the google stock at,qa stock,25,False
what did the south n. p. close out at,qa stock,25,False
how high is the south n. p.,qa stock,25,False
what's the stock of apple,qa stock,25,False
how's microsoft's stock,qa stock,25,False
is chase doing good,qa stock,25,False
current price of google please,qa stock,25,False
refer the stock price of hdfc,qa stock,25,False
define alarm,qa definition,40,True
google what is the temperature outside,weather query,15,True
can you explain your speech algorithm to me,general quirky,7,True
what is the average temperature in march for pennsylvania and how does that compare to the last ten years,weather query,15,True
what is the size of a small cub,qa factoid,28,True
whether i can travel the whole world in a day,general quirky,7,True
i want to learn about donald trump,qa factoid,28,True
show me the records of sachin tendulkar,qa factoid,28,True
what are the chances of the stock market closing below the two hundred moving average in the next fourteen days,qa stock,25,False
what has been the best selling product on sports category in amazon for the last three days,general quirky,7,True
what is the stock price of nike today,qa stock,25,False
how effective will be to buy nike stock,qa stock,25,False
will it be good to buy nike stock today,qa stock,25,False
is it male or female,general quirky,7,True
tell exchange rate of pound,qa currency,48,True
what is a basketball,qa definition,40,True
what color is a basketball,qa factoid,28,True
what does a basketball feel like,qa factoid,28,True
is it true the gym is seven miles away,qa factoid,28,True
how did michael jackson die,qa factoid,28,True
give description of statue of liberty,qa definition,40,True
find me the definition of indefatigable,qa definition,40,True
how many floors does the empire state building have,qa factoid,28,True
where is san francisco,qa factoid,28,True
how far is san francisco from la,qa factoid,28,True
is san francisco near berkeley,qa factoid,28,True
what is meryl streep famous for,qa factoid,28,True
how much is apple stock worth,qa stock,25,False
how much is one u. s. d. in inr,qa currency,48,True
define acceleration,qa definition,40,True
define philosophy,qa definition,40,True
what is the radius of the biggest crater on earth,qa factoid,28,True
how old is trump,qa factoid,28,True
how tall is jobe bryant,qa factoid,28,True
tell me the last thing i had you look up for me,general quirky,7,True
order me something online,general quirky,7,True
what is the stock price of sensex right now,qa stock,25,False
how are the top ten stocks at the moment,qa stock,25,False
give the stock price details of motorolla,qa stock,25,False
can you feel,general quirky,7,True
what is us dollar today,qa currency,48,True
has pound value decreased,qa currency,48,True
is euro the best currency to trade,qa currency,48,True
describe me about the new cleaner how it works,general quirky,7,True
how much long is atlanta,qa factoid,28,True
is black sea real,qa factoid,28,True
is warren buffet is investing in my listed stocks,qa stock,25,False
what is the dollar against the pound,qa currency,48,True
and the pound is doing how badly against the euro,qa currency,48,True
what's the dollar's exchange rate with the euro,qa currency,48,True
what is the price of apple stock today,qa stock,25,False
is the stocks which i have invested are increasing,qa stock,25,False
have i made loss in which stocks,qa stock,25,False
how much is an euro worth,qa currency,48,True
